#Position (bp)	Coverage	Std
15197.0	108.73039844701083	81.33080008547003
45590.0	107.26233014180897	45.55930112929008
75983.0	88.82091271016353	39.52731061939859
106376.0	85.49195538446352	37.57046483941776
136769.0	79.2836508406541	33.79998495059548
167162.0	102.87003586352121	40.18201604184697
197555.0	102.7264501694469	59.5227352329131
221485.0	101.96444724337321	55.53072757428354
236681.5	128.9221723657744	62.97698999444668
258341.0	102.21843845622347	41.17568068045225
288734.0	101.97644194386865	43.566980182793095
319127.0	86.76389300167801	36.72852348251882
349520.0	79.83943671240088	33.07975007117637
379913.0	66.94775112690422	31.526342041062225
410306.0	68.73408350607048	27.15178918306868
440699.0	69.03050044418123	34.749110413036725
471092.0	57.0362254466489	25.57641290424954
501485.0	64.85190668904023	31.35153160330339
531878.0	59.61418747737966	25.69325889784636
562271.0	56.472082387391836	25.557034471733463
592664.0	54.377817260553414	19.83592339189516
623057.0	54.57894910012174	21.441543986115793
653450.0	59.72467344454315	26.77226218136541
683843.0	58.406837100648175	23.800729977770583
714236.0	48.3287599118218	31.678375301112883
744629.0	64.51166386997006	24.2619676800589
775022.0	58.48991544105551	21.420276607130216
805415.0	67.76557101964268	30.84530802799385
835808.0	71.11124272036324	26.98378038091728
866201.0	74.18741157503372	30.375967006266993
896594.0	80.99572269930576	34.77019091725271
926987.0	90.09873984141085	35.70269403098291
957380.0	101.60754121014708	39.7394071218939
987773.0	107.65587470799197	43.100653182303674
1018166.0	110.6682130753792	46.08189248847444
1038382.5	119.92948207171315	45.36868995120364
1053579.0	110.53092910136098	77.77116717693197
1078952.0	94.73951238772085	41.63983421878985
1109345.0	98.56085282795381	38.8097232299019
1139738.0	70.0540914026256	40.18851253769865
1170131.0	66.74332905603264	30.902121365040156
1200524.0	60.39189945053137	34.317510702487134
1230917.0	73.82015595696377	30.51726437823001
1261310.0	88.8280525120916	41.76428048626308
1291703.0	98.76988122264996	45.918910873519415
1322096.0	111.45207778106801	47.51569172483437
1348657.5	112.23066432028156	49.753241520477694
1363854.0	119.55709252251077	40.19504352786832
1382882.0	111.97430329352153	53.9223724305976
1413275.0	103.72763465271609	43.46798854745632
1443668.0	91.15684532622643	31.59908836371224
1474061.0	84.98029151449347	35.73261066600634
1504454.0	78.69627874839601	31.598622924897274
1534847.0	69.12012634488204	26.483859138238863
1565240.0	67.3909123811404	27.99119489663704
1595633.0	65.13489948343368	28.917082221316644
1626026.0	62.22574276971671	25.137686848673987
1656419.0	61.05708551311157	23.51866622439645
1686812.0	57.35373276741355	26.186647350455384
1717205.0	58.80798210114171	27.83847551940593
1747598.0	54.45250551113743	25.90581103355935
1777991.0	55.23025038660218	23.261531302739943
1808384.0	51.51686243542921	21.94324058242652
1838777.0	54.545421643141516	25.64328041459358
1869170.0	55.356233343204025	28.944224026526367
1899563.0	74.59822985555884	41.060832976669296
1929956.0	52.50136544599086	22.493556621714838
1960349.0	51.40298753002336	24.368455093803902
1990742.0	54.23255354851446	22.305579438401683
2021135.0	61.36876912446945	28.90502056503393
