#Position (bp)	Coverage	Std
15197.0	78.9281413483368	35.664178150243416
45590.0	70.11565163030961	20.681229565524408
75983.0	63.528641463494885	23.15712971984606
106376.0	64.68831638864212	19.115457548027045
136769.0	61.05971769815418	19.411461984647204
167162.0	80.36113578784588	26.863864688573546
197555.0	72.73911755996447	30.6001793063283
221485.0	75.19717180969829	26.456861775518167
236681.5	94.60397648151013	30.86216380751088
258341.0	80.50166156680815	27.910066922528934
288734.0	72.02339354456619	20.54334089987629
319127.0	71.3230020070411	18.070494997594807
349520.0	70.00720560655414	18.773032333643723
379913.0	61.84131214424374	21.06668971909743
410306.0	65.07014773138552	17.987276931537984
440699.0	64.54811963281018	23.4470844335393
471092.0	61.49698943835752	20.727347623192088
501485.0	62.72036324153588	22.11166077131266
531878.0	54.11930378705623	15.571734844534904
562271.0	55.644918237752115	19.144893066904736
592664.0	52.02375547000954	15.761285562859976
623057.0	51.606784456947324	17.744016737033828
653450.0	54.53308327575429	17.283203136296194
683843.0	54.37041424012108	16.21895352136102
714236.0	45.56411015694403	24.788676817015332
744629.0	59.10186556114895	14.60238648465656
775022.0	54.00661336491955	15.617893573640373
805415.0	61.30697858059422	18.43955641581514
835808.0	59.65498634554009	19.271611898600217
866201.0	65.64307570822228	20.515090789153028
896594.0	65.41690520843615	18.554464526124598
926987.0	68.70756424176619	21.652313720133176
957380.0	73.23594248675681	22.11454880491122
987773.0	74.11071628335472	19.01553912273294
1018166.0	77.377389530484	22.389034764859833
1038382.5	82.74980079681275	36.17717303225306
1053579.0	95.87367955583943	58.60713225757415
1078952.0	67.1082815121903	19.463880092025985
1109345.0	68.3651827723489	21.356471418534078
1139738.0	61.14207218767479	26.942095642677618
1170131.0	65.84193728819136	21.497835033576116
1200524.0	60.06744974171684	25.941773636088243
1230917.0	65.28036060935084	18.976000788601294
1261310.0	69.55147566873951	22.465051622501814
1291703.0	70.60994307899846	21.73247941069984
1322096.0	81.24818214720494	24.344801594104958
1348657.5	84.75222173339199	31.796461410116304
1363854.0	96.5839749445387	40.606232401918774
1382882.0	76.99361695127168	27.982897324808082
1413275.0	66.49991774421741	20.484402984632577
1443668.0	69.6043496857829	22.2155348902143
1474061.0	65.19767709669989	16.941307403949892
1504454.0	69.6997005889514	22.00043221250284
1534847.0	63.956634751423024	19.99862792648189
1565240.0	62.32089625900701	18.977881100005977
1595633.0	60.229822656532754	18.722065691498518
1626026.0	61.98295660184911	18.972664489429185
1656419.0	56.72766755502912	17.775351375066837
1686812.0	52.797552067910374	18.84630904422749
1717205.0	51.89820024347711	19.213373457216935
1747598.0	53.57552725956635	19.447790697772867
1777991.0	51.05113019445267	13.734041417577137
1808384.0	54.32389036949298	19.761954030367164
1838777.0	51.66248807291153	17.902785331715872
1869170.0	55.44457605369657	21.98774047257689
1899563.0	61.967854440167145	30.064537016390858
1929956.0	46.85223571217057	17.523999177284434
1960349.0	49.23383673872273	16.603693091854222
1990742.0	48.141710262231435	18.243272659665884
2021135.0	54.475668739512386	22.983466367211793
2051528.0	50.97361234494785	18.51982746884717
2081921.0	46.433816997334915	15.3837818578632
2112314.0	47.48665811206528	16.45257619689467
2142707.0	45.326522554535586	15.49650320411971
2173100.0	48.927318790510974	18.227610383107102
2203493.0	47.18158786562695	14.256753691788179
2233886.0	55.699108347316816	26.170055647407874
2264279.0	43.01891882999375	12.744157452437054
2294672.0	47.87493830816307	16.26825350558167
2325065.0	49.98910933438621	18.19910662604029
2355458.0	63.288125555226536	30.053875225164358
2385851.0	51.6199782844734	18.435597447576892
2416244.0	50.25324910341197	15.450532302871496
2446637.0	60.45800019741388	27.320347878806334
2477030.0	53.59892080413253	16.76110152696013
2507423.0	51.69802257098674	17.824606934736323
2537816.0	55.25190010857763	17.797104065127883
2568209.0	62.85450597176982	29.25554615034101
2598602.0	53.052512091600036	17.082856102691828
2628995.0	56.40756095153489	16.07747524987341
2659388.0	62.66587701115388	18.961822668602817
2689781.0	65.7996907182575	21.524515653682464
2720174.0	63.822195900371796	19.604163647634458
2750567.0	66.05675648998124	18.734536500669293
2780960.0	66.91991577007863	21.43882312316897
2811353.0	67.37906754844866	19.525083059732545
2841746.0	69.35725331490804	20.937325491174608
2872139.0	85.62899351824433	36.137940067677874
2889645.5	123.78160173160173	41.08377830515154
2904842.0	81.6397392620184	30.211702111545744
2932925.0	74.48129503504096	24.065589561193903
2963318.0	66.59352482479518	21.726202343233822
2993711.0	65.83664001579311	21.08520785278416
3024104.0	60.01895173230678	16.956471607962435
3054497.0	60.50103642286053	18.293292659122603
3084890.0	65.0301714210509	18.19856243755362
3115283.0	62.90185240022374	18.87515937671513
3145676.0	63.06998321982035	19.04989923532037
3176069.0	61.79896686737078	19.85237276761462
3206462.0	69.21162767742572	21.971506091292834
3236855.0	68.87898529266607	22.063540566452836
3267248.0	66.96584739907216	22.405413773916703
3297641.0	81.5850689303458	20.73290828610558
3322340.5	89.49673787225086	29.230405492954457
3337537.0	0.02353561078422763	0.21695903200478947
3358427.0	0.09762116276774258	0.5047075465043466
3388820.0	0.0313559043200737	0.2493039697208873
3410819.5	0.898941643392621	2.500492381322504
3426016.0	88.4780484899029	25.920808367556603
3449606.0	77.11374329615371	21.70220391092845
3479999.0	70.68746092850327	21.940285760276428
3510392.0	68.43029644984043	21.316451622984033
3540785.0	63.85085381502319	26.628526792037704
3571178.0	61.58562826966736	21.670050531866117
3601571.0	59.400125028789525	18.206196764610795
3631964.0	55.39518968183463	18.330055072519635
3662357.0	61.86253413614977	20.71545150930016
3692750.0	56.336886783140855	17.65147602878585
3723143.0	62.27657684335209	18.416672417126577
3753536.0	54.76050406343566	17.92427965833018
3783929.0	59.562629552857565	20.70347307231198
3814322.0	63.39749284374692	18.915236394705747
3844715.0	65.43776527489882	20.92916248677716
3875108.0	78.57440858092323	31.69241092038233
3905501.0	75.27180600796235	24.401017739011813
3935894.0	74.73191195341032	26.54873550332643
3966287.0	78.18685223571217	24.235888900456047
3987990.0	96.93222162452932	30.689370639067956
4003186.5	83.09108170310702	27.946059130825823
4027073.0	71.89099463692297	20.758675626343486
4057466.0	68.49643009903596	20.44688202077278
4087859.0	67.52288355871418	23.86069379103185
4118252.0	65.57440858092323	21.521892421143942
4148645.0	68.43690981475997	22.381099135788133
4179038.0	71.02188003816669	18.84443044543624
4209431.0	64.42983581745797	20.49790437666968
4239824.0	73.56516303096107	20.77079409988683
4259839.0	89.28369824634223	28.608493243249637
4275035.5	82.4721044517248	28.59999009469834
4300610.0	75.71187444477347	22.069614348052987
4331003.0	76.86802882242621	25.213264027499672
4361396.0	67.21682624288488	24.226737040211788
4391789.0	69.17918599677557	19.196098006093845
4422182.0	62.8461158819465	21.703966284283588
4452575.0	64.22399894712598	19.35192979659228
4482968.0	60.43891685585497	20.094205304744055
4513361.0	60.52670022702596	21.26368677698171
4543754.0	62.63985128154509	19.26066247070054
4574147.0	58.076168854670485	18.17551711958717
4604540.0	56.34175632546968	16.910514051134832
4634933.0	55.395551607277994	16.647879056413117
4665326.0	54.37044714243412	18.726479780713248
4695719.0	50.7857730398447	18.861700042416988
4726112.0	53.16767018721416	14.09389619818013
4756505.0	49.36817688283487	17.993360733905273
4786898.0	56.65900042773007	22.38673109122333
4817291.0	67.80340867963018	36.42977016821904
4847684.0	57.45026815385122	19.68748699248405
4878077.0	52.495969466653506	16.85990142664573
4908470.0	52.447767578060734	16.741146385434767
4938863.0	51.96176751225611	17.977409353504427
4969256.0	57.15579245220939	16.250108767090037
4999649.0	56.64511565163031	16.73331359193387
5030042.0	57.681143684401015	19.993171604371067
5060435.0	58.8642779587405	22.113760249966205
